player_id,name,standard_rating,blitz_rating,gender,rapid_rating,title
35036807,Ravindra Nath A,,1520,Male,,
42249104,Gramada Vladimir-Christian,1450,,Male,,
33358559,Sasi Hasini Chintala,,1443,Male,,
547042869,"Mahadasari, Vaasumat Sai Aatish",,1554,Male,,
35071238,"Vignesh, A",,1553,Male,,
33437262,"Shanmukha, Vasudeva Annambhotla",,1548,Male,,
25796810,"Pavan, Malleboina",,1543,Male,,
88159930,"Arjun, Kasam",,1522,Male,,
531013520,"Kandukuri, Judah Prokshith Raj",,1522,Male,,
25794655,"Malapolu, Prembabu",,1507,Male,,
35096567,"Vijay, Chandar Reddy G",,1504,Male,,
88173780,"Harshith, Sai U",,1503,Male,,
531044689,"Maheshwarapu, Deekshith",,1498,Male,,
25673033,"Nadimpally, Tharun Tej",,1497,Male,,
45076995,"Rani, Puja",,1479,Male,,
33336091,"Hemanth, Seera",,1476,Male,,
88159612,"Gurrapu, Vidhyadhan",,1472,Male,,
33400610,"Jatin, Sai Vuppala",,1465,Male,,
33410062,"Rajesh, Nimmala",,1449,Male,,
48719978,"Medi, Rajanarsimha",,1432,Male,,
88159582,"Bhavik, Rangam",,1428,Male,,
429056152,"Madhu, Sree Duvvala",,1405,Male,,
88196852,"Naga, Vijay Nandan K",,0,Male,,
35010174,"Sathishkumar, L",,1616,Male,,
25916459,"Rasharaj, Kataki",,1592,Male,,
88125009,"Tanishq, Ekula",,1488,Male,,
33342024,"Arkodipto, Dutta",,1647,Male,,
4705149,"Kola, Elvis",,2132,Male,,
15000044,"Nikoloski, Kire",,2125,Male,,
15001229,"Gjorgjieski, Dejan",,2090,Male,,
15006905,"Velkoski, Stojan",,2057,Male,,
15001830,"Shapkaroski, Goce",,2036,Male,,
937380,"Kukov, Tode",,2004,Male,,
15016447,"Pavleski, Nikola",,1977,Male,,
15012107,"Petrovski, Ivan",,1968,Male,,
15007235,"Andonov, Kiril",,1942,Male,,
15010570,"Jonuzi, Arlind",,1917,Male,,
15005992,"Velkoski, Ivan",,1887,Male,,
15012069,"Nedelkovski, Andrej",,1884,Male,,
15001920,"Damceski, Marjan",,1883,Male,,
15002390,"Angjelkoski, Metodija",,1881,Male,,
15006093,"Nikolovski, Mihail",,1864,Male,,
15005518,"Ahmedi, Ismail",,1850,Male,,
15010562,"Mena, Rilind",,1847,Male,,
15020991,"Derkoski, Zlatko",,1826,Male,,
15006387,"Zeca, Skrielj",,1825,Male,,
79336035,"Bartulica, Ivan Filip",,,Male,0,
12425990,"Phan, Tien Dung",,,Male,1562,
48787493,"Yogesh, Kumar Gupta",,,Male,1457,
15011909,"Bozhinovski, Miloe",,1797,Male,,
15005526,"Arslanovic, Edin",,1784,Male,,
15020088,"Todoroski, Darko",,1769,Male,,
15001377,"Brzovski, Tomica",,1757,Male,,
15014290,"Kalanoski, Milovan",,1756,Male,,
15001482,"Nuneski, Daniel",,1756,Male,,
